EMC,Location,Analyte,Flow,Run
11.80000019073486,1708200120_CO,Copper,Outflow,1
17.0,1708200120_CO,Copper,Outflow,1
3.5,1708200120_CO,Copper,Outflow,1
5.400000095367432,1708200120_CO,Copper,Outflow,1
41.20000076293945,1708200120_CO,Copper,Outflow,1
9.100000381469727,1708200120_CO,Copper,Outflow,2
12.5,1708200120_CO,Copper,Outflow,2
15.89999961853027,1708200120_CO,Copper,Outflow,2
8.100000381469727,1708200120_CO,Copper,Outflow,2
7.400000095367432,1708200120_CO,Copper,Outflow,2
13.89999961853027,1708200120_CO,Copper,Outflow,3
12.19999980926514,1708200120_CO,Copper,Outflow,3
6.0,1708200120_CO,Copper,Outflow,3
11.10000038146973,1708200120_CO,Copper,Outflow,3
10.89999961853027,1708200120_CO,Copper,Outflow,3
6.099999904632568,1708200120_CO,Copper,Outflow,4
14.0,1708200120_CO,Copper,Outflow,4
8.399999618530273,1708200120_CO,Copper,Outflow,4
12.80000019073486,1708200120_CO,Copper,Outflow,4
5.800000190734863,1708200120_CO,Copper,Outflow,4
17.0,1708200120_CO,Copper,Outflow,5
5.099999904632568,1708200120_CO,Copper,Outflow,5
7.099999904632568,1708200120_CO,Copper,Outflow,5
13.60000038146973,1708200120_CO,Copper,Outflow,5
13.39999961853027,1708200120_CO,Copper,Outflow,5
12.69999980926514,1708200120_CO,Copper,Outflow,6
3.5,1708200120_CO,Copper,Outflow,6
32.09999847412109,1708200120_CO,Copper,Outflow,6
19.20000076293945,1708200120_CO,Copper,Outflow,6
10.39999961853027,1708200120_CO,Copper,Outflow,6
13.39999961853027,1708200120_CO,Copper,Outflow,7
7.199999809265137,1708200120_CO,Copper,Outflow,7
14.0,1708200120_CO,Copper,Outflow,7
11.10000038146973,1708200120_CO,Copper,Outflow,7
5.800000190734863,1708200120_CO,Copper,Outflow,7
5.400000095367432,1708200120_CO,Copper,Outflow,8
12.80000019073486,1708200120_CO,Copper,Outflow,8
6.0,1708200120_CO,Copper,Outflow,8
11.10000038146973,1708200120_CO,Copper,Outflow,8
8.300000190734863,1708200120_CO,Copper,Outflow,8
10.39999961853027,1708200120_CO,Copper,Outflow,9
9.699999809265137,1708200120_CO,Copper,Outflow,9
17.0,1708200120_CO,Copper,Outflow,9
14.0,1708200120_CO,Copper,Outflow,9
8.199999809265137,1708200120_CO,Copper,Outflow,9
11.5,1708200120_CO,Copper,Outflow,10
12.69999980926514,1708200120_CO,Copper,Outflow,10
8.300000190734863,1708200120_CO,Copper,Outflow,10
5.099999904632568,1708200120_CO,Copper,Outflow,10
6.699999809265137,1708200120_CO,Copper,Outflow,10
19.60000038146973,1708200120_CO,Copper,Outflow,11
12.19999980926514,1708200120_CO,Copper,Outflow,11
32.70000076293945,1708200120_CO,Copper,Outflow,11
15.10000038146973,1708200120_CO,Copper,Outflow,11
7.0,1708200120_CO,Copper,Outflow,11
6.099999904632568,1708200120_CO,Copper,Outflow,12
15.89999961853027,1708200120_CO,Copper,Outflow,12
15.80000019073486,1708200120_CO,Copper,Outflow,12
19.29999923706055,1708200120_CO,Copper,Outflow,12
41.20000076293945,1708200120_CO,Copper,Outflow,12
11.10000038146973,1708200120_CO,Copper,Outflow,13
8.100000381469727,1708200120_CO,Copper,Outflow,13
19.20000076293945,1708200120_CO,Copper,Outflow,13
12.80000019073486,1708200120_CO,Copper,Outflow,13
13.89999961853027,1708200120_CO,Copper,Outflow,13
10.10000038146973,1708200120_CO,Copper,Outflow,14
19.29999923706055,1708200120_CO,Copper,Outflow,14
8.300000190734863,1708200120_CO,Copper,Outflow,14
8.0,1708200120_CO,Copper,Outflow,14
4.599999904632568,1708200120_CO,Copper,Outflow,14
15.10000038146973,1708200120_CO,Copper,Outflow,15
9.699999809265137,1708200120_CO,Copper,Outflow,15
8.100000381469727,1708200120_CO,Copper,Outflow,15
5.099999904632568,1708200120_CO,Copper,Outflow,15
5.800000190734863,1708200120_CO,Copper,Outflow,15
11.0,1708200120_CO,Copper,Outflow,16
3.5,1708200120_CO,Copper,Outflow,16
4.800000190734863,1708200120_CO,Copper,Outflow,16
12.19999980926514,1708200120_CO,Copper,Outflow,16
6.099999904632568,1708200120_CO,Copper,Outflow,16
14.0,1708200120_CO,Copper,Outflow,17
17.20000076293945,1708200120_CO,Copper,Outflow,17
12.69999980926514,1708200120_CO,Copper,Outflow,17
7.5,1708200120_CO,Copper,Outflow,17
6.0,1708200120_CO,Copper,Outflow,17
6.699999809265137,1708200120_CO,Copper,Outflow,18
5.400000095367432,1708200120_CO,Copper,Outflow,18
12.80000019073486,1708200120_CO,Copper,Outflow,18
5.900000095367432,1708200120_CO,Copper,Outflow,18
8.800000190734863,1708200120_CO,Copper,Outflow,18
7.900000095367432,1708200120_CO,Copper,Outflow,19
19.29999923706055,1708200120_CO,Copper,Outflow,19
12.19999980926514,1708200120_CO,Copper,Outflow,19
14.0,1708200120_CO,Copper,Outflow,19
6.099999904632568,1708200120_CO,Copper,Outflow,19
3.5,1708200120_CO,Copper,Outflow,20
12.69999980926514,1708200120_CO,Copper,Outflow,20
9.100000381469727,1708200120_CO,Copper,Outflow,20
14.0,1708200120_CO,Copper,Outflow,20
5.900000095367432,1708200120_CO,Copper,Outflow,20
13.80000019073486,1708200120_CO,Copper,Outflow,21
8.0,1708200120_CO,Copper,Outflow,21
5.400000095367432,1708200120_CO,Copper,Outflow,21
8.399999618530273,1708200120_CO,Copper,Outflow,21
6.5,1708200120_CO,Copper,Outflow,21
4.599999904632568,1708200120_CO,Copper,Outflow,22
12.19999980926514,1708200120_CO,Copper,Outflow,22
14.89999961853027,1708200120_CO,Copper,Outflow,22
5.099999904632568,1708200120_CO,Copper,Outflow,22
10.19999980926514,1708200120_CO,Copper,Outflow,22
9.800000190734863,1708200120_CO,Copper,Outflow,23
6.5,1708200120_CO,Copper,Outflow,23
6.0,1708200120_CO,Copper,Outflow,23
14.0,1708200120_CO,Copper,Outflow,23
7.400000095367432,1708200120_CO,Copper,Outflow,23
11.0,1708200120_CO,Copper,Outflow,24
8.199999809265137,1708200120_CO,Copper,Outflow,24
14.19999980926514,1708200120_CO,Copper,Outflow,24
7.199999809265137,1708200120_CO,Copper,Outflow,24
3.5,1708200120_CO,Copper,Outflow,24
7.099999904632568,1708200120_CO,Copper,Outflow,25
19.20000076293945,1708200120_CO,Copper,Outflow,25
13.60000038146973,1708200120_CO,Copper,Outflow,25
7.0,1708200120_CO,Copper,Outflow,25
8.399999618530273,1708200120_CO,Copper,Outflow,25
8.0,1708200120_CO,Copper,Outflow,26
5.099999904632568,1708200120_CO,Copper,Outflow,26
14.19999980926514,1708200120_CO,Copper,Outflow,26
8.899999618530273,1708200120_CO,Copper,Outflow,26
41.20000076293945,1708200120_CO,Copper,Outflow,26
17.0,1708200120_CO,Copper,Outflow,27
8.399999618530273,1708200120_CO,Copper,Outflow,27
13.60000038146973,1708200120_CO,Copper,Outflow,27
8.0,1708200120_CO,Copper,Outflow,27
5.099999904632568,1708200120_CO,Copper,Outflow,27
3.5,1708200120_CO,Copper,Outflow,28
22.70000076293945,1708200120_CO,Copper,Outflow,28
14.19999980926514,1708200120_CO,Copper,Outflow,28
19.10000038146973,1708200120_CO,Copper,Outflow,28
9.800000190734863,1708200120_CO,Copper,Outflow,28
6.0,1708200120_CO,Copper,Outflow,29
8.100000381469727,1708200120_CO,Copper,Outflow,29
5.900000095367432,1708200120_CO,Copper,Outflow,29
6.5,1708200120_CO,Copper,Outflow,29
8.899999618530273,1708200120_CO,Copper,Outflow,29
13.39999961853027,1708200120_CO,Copper,Outflow,30
41.20000076293945,1708200120_CO,Copper,Outflow,30
14.0,1708200120_CO,Copper,Outflow,30
8.0,1708200120_CO,Copper,Outflow,30
10.30000019073486,1708200120_CO,Copper,Outflow,30
4.800000190734863,1708200120_CO,Copper,Outflow,31
10.19999980926514,1708200120_CO,Copper,Outflow,31
22.70000076293945,1708200120_CO,Copper,Outflow,31
6.099999904632568,1708200120_CO,Copper,Outflow,31
3.5,1708200120_CO,Copper,Outflow,31
3.5,1708200120_CO,Copper,Outflow,32
12.69999980926514,1708200120_CO,Copper,Outflow,32
14.0,1708200120_CO,Copper,Outflow,32
8.899999618530273,1708200120_CO,Copper,Outflow,32
8.5,1708200120_CO,Copper,Outflow,32
10.30000019073486,1708200120_CO,Copper,Outflow,33
15.10000038146973,1708200120_CO,Copper,Outflow,33
5.800000190734863,1708200120_CO,Copper,Outflow,33
11.80000019073486,1708200120_CO,Copper,Outflow,33
12.80000019073486,1708200120_CO,Copper,Outflow,33
10.39999961853027,1708200120_CO,Copper,Outflow,34
9.699999809265137,1708200120_CO,Copper,Outflow,34
8.300000190734863,1708200120_CO,Copper,Outflow,34
8.199999809265137,1708200120_CO,Copper,Outflow,34
8.300000190734863,1708200120_CO,Copper,Outflow,34
4.599999904632568,1708200120_CO,Copper,Outflow,35
5.900000095367432,1708200120_CO,Copper,Outflow,35
13.39999961853027,1708200120_CO,Copper,Outflow,35
37.0,1708200120_CO,Copper,Outflow,35
12.19999980926514,1708200120_CO,Copper,Outflow,35
11.10000038146973,1708200120_CO,Copper,Outflow,36
41.20000076293945,1708200120_CO,Copper,Outflow,36
8.300000190734863,1708200120_CO,Copper,Outflow,36
6.699999809265137,1708200120_CO,Copper,Outflow,36
13.89999961853027,1708200120_CO,Copper,Outflow,36
12.19999980926514,1708200120_CO,Copper,Outflow,37
10.10000038146973,1708200120_CO,Copper,Outflow,37
6.099999904632568,1708200120_CO,Copper,Outflow,37
7.400000095367432,1708200120_CO,Copper,Outflow,37
8.800000190734863,1708200120_CO,Copper,Outflow,37
6.099999904632568,1708200120_CO,Copper,Outflow,38
14.89999961853027,1708200120_CO,Copper,Outflow,38
12.19999980926514,1708200120_CO,Copper,Outflow,38
13.39999961853027,1708200120_CO,Copper,Outflow,38
7.5,1708200120_CO,Copper,Outflow,38
14.0,1708200120_CO,Copper,Outflow,39
8.300000190734863,1708200120_CO,Copper,Outflow,39
4.599999904632568,1708200120_CO,Copper,Outflow,39
15.10000038146973,1708200120_CO,Copper,Outflow,39
11.10000038146973,1708200120_CO,Copper,Outflow,39
8.899999618530273,1708200120_CO,Copper,Outflow,40
8.399999618530273,1708200120_CO,Copper,Outflow,40
32.09999847412109,1708200120_CO,Copper,Outflow,40
7.199999809265137,1708200120_CO,Copper,Outflow,40
10.30000019073486,1708200120_CO,Copper,Outflow,40
6.099999904632568,1708200120_CO,Copper,Outflow,41
11.5,1708200120_CO,Copper,Outflow,41
13.80000019073486,1708200120_CO,Copper,Outflow,41
14.19999980926514,1708200120_CO,Copper,Outflow,41
10.39999961853027,1708200120_CO,Copper,Outflow,41
13.39999961853027,1708200120_CO,Copper,Outflow,42
8.399999618530273,1708200120_CO,Copper,Outflow,42
32.70000076293945,1708200120_CO,Copper,Outflow,42
4.599999904632568,1708200120_CO,Copper,Outflow,42
6.5,1708200120_CO,Copper,Outflow,42
3.5,1708200120_CO,Copper,Outflow,43
8.300000190734863,1708200120_CO,Copper,Outflow,43
5.900000095367432,1708200120_CO,Copper,Outflow,43
15.89999961853027,1708200120_CO,Copper,Outflow,43
15.0,1708200120_CO,Copper,Outflow,43
10.19999980926514,1708200120_CO,Copper,Outflow,44
7.199999809265137,1708200120_CO,Copper,Outflow,44
8.199999809265137,1708200120_CO,Copper,Outflow,44
5.900000095367432,1708200120_CO,Copper,Outflow,44
7.900000095367432,1708200120_CO,Copper,Outflow,44
7.0,1708200120_CO,Copper,Outflow,45
8.800000190734863,1708200120_CO,Copper,Outflow,45
6.099999904632568,1708200120_CO,Copper,Outflow,45
8.300000190734863,1708200120_CO,Copper,Outflow,45
7.5,1708200120_CO,Copper,Outflow,45
17.0,1708200120_CO,Copper,Outflow,46
10.30000019073486,1708200120_CO,Copper,Outflow,46
15.10000038146973,1708200120_CO,Copper,Outflow,46
7.900000095367432,1708200120_CO,Copper,Outflow,46
32.70000076293945,1708200120_CO,Copper,Outflow,46
6.5,1708200120_CO,Copper,Outflow,47
15.10000038146973,1708200120_CO,Copper,Outflow,47
14.0,1708200120_CO,Copper,Outflow,47
12.19999980926514,1708200120_CO,Copper,Outflow,47
13.39999961853027,1708200120_CO,Copper,Outflow,47
10.10000038146973,1708200120_CO,Copper,Outflow,48
17.20000076293945,1708200120_CO,Copper,Outflow,48
7.0,1708200120_CO,Copper,Outflow,48
14.0,1708200120_CO,Copper,Outflow,48
8.300000190734863,1708200120_CO,Copper,Outflow,48
12.19999980926514,1708200120_CO,Copper,Outflow,49
5.900000095367432,1708200120_CO,Copper,Outflow,49
15.0,1708200120_CO,Copper,Outflow,49
17.20000076293945,1708200120_CO,Copper,Outflow,49
9.100000381469727,1708200120_CO,Copper,Outflow,49
8.300000190734863,1708200120_CO,Copper,Outflow,50
14.5,1708200120_CO,Copper,Outflow,50
6.099999904632568,1708200120_CO,Copper,Outflow,50
7.199999809265137,1708200120_CO,Copper,Outflow,50
19.60000038146973,1708200120_CO,Copper,Outflow,50
5.900000095367432,1708200120_CO,Copper,Outflow,51
7.5,1708200120_CO,Copper,Outflow,51
7.199999809265137,1708200120_CO,Copper,Outflow,51
8.300000190734863,1708200120_CO,Copper,Outflow,51
6.699999809265137,1708200120_CO,Copper,Outflow,51
15.10000038146973,1708200120_CO,Copper,Outflow,52
8.300000190734863,1708200120_CO,Copper,Outflow,52
22.70000076293945,1708200120_CO,Copper,Outflow,52
13.80000019073486,1708200120_CO,Copper,Outflow,52
41.20000076293945,1708200120_CO,Copper,Outflow,52
9.699999809265137,1708200120_CO,Copper,Outflow,53
4.800000190734863,1708200120_CO,Copper,Outflow,53
11.5,1708200120_CO,Copper,Outflow,53
3.5,1708200120_CO,Copper,Outflow,53
8.399999618530273,1708200120_CO,Copper,Outflow,53
6.699999809265137,1708200120_CO,Copper,Outflow,54
12.69999980926514,1708200120_CO,Copper,Outflow,54
8.300000190734863,1708200120_CO,Copper,Outflow,54
41.20000076293945,1708200120_CO,Copper,Outflow,54
8.399999618530273,1708200120_CO,Copper,Outflow,54
9.100000381469727,1708200120_CO,Copper,Outflow,55
17.20000076293945,1708200120_CO,Copper,Outflow,55
8.100000381469727,1708200120_CO,Copper,Outflow,55
14.0,1708200120_CO,Copper,Outflow,55
13.80000019073486,1708200120_CO,Copper,Outflow,55
8.0,1708200120_CO,Copper,Outflow,56
13.60000038146973,1708200120_CO,Copper,Outflow,56
8.0,1708200120_CO,Copper,Outflow,56
8.399999618530273,1708200120_CO,Copper,Outflow,56
41.20000076293945,1708200120_CO,Copper,Outflow,56
41.20000076293945,1708200120_CO,Copper,Outflow,57
7.5,1708200120_CO,Copper,Outflow,57
10.30000019073486,1708200120_CO,Copper,Outflow,57
9.699999809265137,1708200120_CO,Copper,Outflow,57
6.0,1708200120_CO,Copper,Outflow,57
8.199999809265137,1708200120_CO,Copper,Outflow,58
5.800000190734863,1708200120_CO,Copper,Outflow,58
11.80000019073486,1708200120_CO,Copper,Outflow,58
5.900000095367432,1708200120_CO,Copper,Outflow,58
8.100000381469727,1708200120_CO,Copper,Outflow,58
