EMC,Location,Analyte,Flow,Run
48.22000122070312,-986553804_PA,Copper,Inflow,1
20.36000061035156,-986553804_PA,Copper,Inflow,1
1.25,-986553804_PA,Copper,Inflow,1
7.274999618530273,-986553804_PA,Copper,Inflow,1
13.375,-986553804_PA,Copper,Inflow,1
4.342721462249756,-986553804_PA,Copper,Inflow,1
9.074999809265137,-986553804_PA,Copper,Inflow,1
1.395249962806702,-986553804_PA,Copper,Inflow,1
39.92499923706055,-986553804_PA,Copper,Inflow,1
1.25,-986553804_PA,Copper,Inflow,1
9.5,-986553804_PA,Copper,Inflow,1
13.35000038146973,-986553804_PA,Copper,Inflow,1
3.488121032714844,-986553804_PA,Copper,Inflow,1
6.590875625610352,-986553804_PA,Copper,Inflow,1
8.8149995803833,-986553804_PA,Copper,Inflow,1
4.976666450500488,-986553804_PA,Copper,Inflow,1
16.5,-986553804_PA,Copper,Inflow,1
4.186748027801514,-986553804_PA,Copper,Inflow,1
5.111000061035156,-986553804_PA,Copper,Inflow,1
3.241666555404663,-986553804_PA,Copper,Inflow,1
33.86000061035156,-986553804_PA,Copper,Inflow,2
10.10000038146973,-986553804_PA,Copper,Inflow,2
9.59885025024414,-986553804_PA,Copper,Inflow,2
10.83549976348877,-986553804_PA,Copper,Inflow,2
4.639999866485596,-986553804_PA,Copper,Inflow,2
6.239999771118164,-986553804_PA,Copper,Inflow,2
4.610000133514404,-986553804_PA,Copper,Inflow,2
2.549999952316284,-986553804_PA,Copper,Inflow,2
3.428726434707642,-986553804_PA,Copper,Inflow,2
5.111000061035156,-986553804_PA,Copper,Inflow,2
6.590875625610352,-986553804_PA,Copper,Inflow,2
13.375,-986553804_PA,Copper,Inflow,2
3.230000019073486,-986553804_PA,Copper,Inflow,2
11.6850004196167,-986553804_PA,Copper,Inflow,2
9.547550201416016,-986553804_PA,Copper,Inflow,2
6.376667022705078,-986553804_PA,Copper,Inflow,2
5.070000171661377,-986553804_PA,Copper,Inflow,2
16.5,-986553804_PA,Copper,Inflow,2
20.75,-986553804_PA,Copper,Inflow,2
3.825000047683716,-986553804_PA,Copper,Inflow,2
4.610000133514404,-986553804_PA,Copper,Inflow,3
8.662583351135254,-986553804_PA,Copper,Inflow,3
5.465499877929688,-986553804_PA,Copper,Inflow,3
4.566666603088379,-986553804_PA,Copper,Inflow,3
4.639999866485596,-986553804_PA,Copper,Inflow,3
3.612666606903076,-986553804_PA,Copper,Inflow,3
48.22000122070312,-986553804_PA,Copper,Inflow,3
33.86000061035156,-986553804_PA,Copper,Inflow,3
7.800000190734863,-986553804_PA,Copper,Inflow,3
20.75,-986553804_PA,Copper,Inflow,3
1.395249962806702,-986553804_PA,Copper,Inflow,3
5.111000061035156,-986553804_PA,Copper,Inflow,3
15.94999980926514,-986553804_PA,Copper,Inflow,3
